seed,center_target_identity_fraction,center_target_identity_inputs,continuous_grid_identity_cost,deployed_model_artifact_hash,deployed_model_hash,grid_family_identity_fraction,grid_family_identity_inputs,grid_pair_disagreement_fraction,labels_used,max_unique_predictions,mean_unique_predictions,method,optimization_steps,repair_report_hash,trainable_parameters
3141,0.8652729384436701,745,0.07549361207897798,bbd3fad91bb8be32bed7bd728b4cc02a0e92855b6b6cf797e49ebfedad012d7a,d875bf75714c160a4cd67a531691a41e5d39d4d72a185018967660d080471f43,0.7897793263646922,680,0.1365624238252965,repair calibration labels,5,1.1660859465737514,per_platform_qat,280,1b0a3429a548c0964b3d0f5133af44ace99d4d128eb83df4970d5cfa06a4b403,108928
5772,0.16260162601626016,140,0.0034843205574912883,4e7aeaae601d203ed022bb8fa9278fa47255af1f82cee9d422906c325d8627c3,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,0.15911730545876887,137,0.8348317345607319,none,2,1.0638792102206736,no_repair,0,,0
5772,0.8501742160278746,732,0.09291521486643439,5247858eeddb8d910c94af2ec8f7fa572a643c9bff9f7d56ee2447112394f7cd,732a79c375ef9aa58ace83780e898da087b2e56cbc98530530b9e752709cae67,0.7572590011614402,652,0.1576260736152335,none,4,1.1962833914053426,certificate_directed,280,4f84703e4ec3ef8d4c0a5213e27b31a2a5ab1d04b29b3a1b3c4a6ecd44a61b61,640
5772,0.8176538908246226,704,0.0766550522648084,0ef6b842faa2ce4a3cd6a37b68e738fc465f574a57f2c6b369eabd37bd22fe40,c48602c579a6ef399c7409d7a570422647dd23ae9a2d5caf03cdbd7a2dceadba,0.7409988385598142,638,0.1847120058502172,none,4,1.173054587688734,logit_only,280,bddecc7a399cf8741830efb62185f6f15a7e14c96a5f917643c0675f42ee4446,640
5772,0.20557491289198607,177,0.03600464576074333,326eed2f8cb268ba2ca915929fa4fe2118e51fc01eb1b85790ed383b7c4757a8,3c7059f7febaca950a6448f4b21ba859ea473e2510a028d375b660c329523745,0.16957026713124274,146,0.7946831849270873,none,4,1.1486643437862951,global_threshold,0,3c9975e895b88ce0bd33241b70fcb350ee6f824c376ecbe415d4128407bbf3da,1
5772,0.8768873403019745,755,0.07549361207897798,19d08832e5d2d7258c197bd9cb8ced397afaa1466cfc9e68edaacb71ba43fcae,372524c607041426dd47c4f15589cf90ee96a96b180736e4c897b2fb0bea9f1b,0.8013937282229965,690,0.1279591631895155,repair calibration labels,4,1.1602787456445993,per_platform_qat,280,592f58374440e781215157dce2d2cf3eb1a975f8677d7806d6fb56246ee032f6,108928
8119,0.19396051103368175,167,0.012775842044134705,466296e5d76aa2de17e1ce61c229a702e8496cf3e76b31a52b3e44e8d72a3ed5,99c6dfe8330ada8fab8d0dbfefaf8a4e25703b2e390cb011b53a0e755198857d,0.18118466898954705,156,0.8077314635580218,none,4,1.075493612078978,no_repair,0,,0
8119,0.8281068524970964,713,0.0824622531939605,03e0b69453dbcad6ec4a991212ae79f86e78140e85b2afbdc4104185f48d10ed,8cc32a6f3801f4fdf7aac2b7a3e69c3fd644e18783d937602ce27345f83db184,0.7456445993031359,642,0.177284524167993,none,4,1.2020905923344947,certificate_directed,280,33ed26c3b14f936052dc181b47010c311823a8db77791ab68c8a69557081952c,640
8119,0.8455284552845529,728,0.0987224157955866,1a2d777ca79fa70bf0076a71fb42bf05e05a9e4d76e42632cb890482fedc6ced,2d5bd12cf48f73628e7041ca82bdeb7b8b5f2744a6fad3320ba812c9d799ece0,0.7468060394889663,643,0.16392079264707993,none,4,1.1986062717770034,logit_only,280,a7fcfc87201772d81fdbf913231776a18fc0e42dcdfec90bd84cb5386b985a14,640
8119,0.24274099883855982,209,0.06504065040650406,5d223ed64bf97677df408a5d51c348e68a22d0fa85f0f0c28047c81d973ead8b,283a2b8bab99a02111798b4fee7297e355e20c80058bd89900271c9d562c0a6e,0.17770034843205576,153,0.7512940737872987,none,4,1.4332171893147503,global_threshold,0,eb793ce3354f595f478a296736cf267486c800048b83bf89f122356b4ccf7ce9,1
8119,0.851335656213705,733,0.06271777003484325,0177a9978acfe978d5b161385a2be2161632d532b28d243eb202a3d440d35130,0543dbab148965c17a96fd28a2d6c7b9265abff7b3b6b5594cbbefd3cf809e60,0.7886178861788617,679,0.14741687099410672,repair calibration labels,4,1.1544715447154472,per_platform_qat,280,fa9a38b9f2e056741c5f3e53f51b21d6dcade630fe61262c7f5b12710aa6155f,108928
