condition,seed,method,before_accuracy_loss,before_absolute_accuracy_change,before_certificate_upper_bound,after_accuracy_loss,after_absolute_accuracy_change,accuracy_recovery_fraction,after_audit_disagreement_rate,after_certificate_upper_bound,after_bound_slack,bound_not_violated,calibration_samples,audit_samples,label_budget,optimization_steps,trainable_parameters,elapsed_seconds,quantization_active,source_model_hash,repaired_model_hash,report_code_revision
floor_rounding_saturation,3141,global_threshold,0.5371024734982331,0.5371024734982331,0.7800746573718349,0.5172261484098939,0.5172261484098939,0.03700657894736848,0.759581881533101,0.7834327189252128,0.26620657051531893,True,800,861,0,0,1,6.929387600000155,True,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,5ae3cb87825c5c5ae554987a37e05b8ab99b38be9928945d071397837fa4bac6,uncommitted
floor_rounding_saturation,3141,per_platform_qat,0.5371024734982331,0.5371024734982331,0.7800746573718349,0.007508833922261426,0.007508833922261426,0.9860197368421054,0.13472706155632985,0.15537836020144624,0.14786952627918482,True,800,861,800,280,108928,41.96758130000012,True,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,d875bf75714c160a4cd67a531691a41e5d39d4d72a185018967660d080471f43,uncommitted
floor_rounding_saturation,3141,supervised_target_retraining,0.5371024734982331,0.5371024734982331,0.7800746573718349,0.2575088339222614,0.2575088339222614,0.5205592105263158,0.4099883855981417,0.43833792242799774,0.1808290885057363,True,800,861,800,280,108928,39.66475029999992,True,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,e408c9bd4b51bb22d4d7b4e07656e63ed27affa57da23c2474f1b301056e2c34,uncommitted
floor_rounding_saturation,5772,certificate_directed,0.5516784452296819,0.5516784452296819,0.8577849948790499,0.046819787985865724,0.046819787985865724,0.9151321056845476,0.14982578397212543,0.17130140644133607,0.12448161845547034,True,800,861,0,280,640,42.74797830000011,True,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,732a79c375ef9aa58ace83780e898da087b2e56cbc98530530b9e752709cae67,uncommitted
floor_rounding_saturation,5772,logit_only,0.5516784452296819,0.5516784452296819,0.8577849948790499,0.050795053003533486,0.050795053003533486,0.9079263410728584,0.18234610917537747,0.2053699544486371,0.1545749014451036,True,800,861,0,280,640,41.34507680000024,True,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,c48602c579a6ef399c7409d7a570422647dd23ae9a2d5caf03cdbd7a2dceadba,uncommitted
floor_rounding_saturation,5772,global_threshold,0.5516784452296819,0.5516784452296819,0.8577849948790499,0.5070671378091872,0.5070671378091872,0.0808646917534027,0.794425087108014,0.8168875606221793,0.30982042281299205,True,800,861,0,0,1,6.814852699999847,True,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,3c7059f7febaca950a6448f4b21ba859ea473e2510a028d375b660c329523745,uncommitted
floor_rounding_saturation,5772,per_platform_qat,0.5516784452296819,0.5516784452296819,0.8577849948790499,-0.024293286219081334,0.024293286219081334,1.0440352281825462,0.12311265969802555,0.14307621828563943,0.1187829320665581,True,800,861,800,280,108928,39.284216600000036,True,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,372524c607041426dd47c4f15589cf90ee96a96b180736e4c897b2fb0bea9f1b,uncommitted
floor_rounding_saturation,5772,supervised_target_retraining,0.5516784452296819,0.5516784452296819,0.8577849948790499,0.19787985865724378,0.19787985865724378,0.6413130504403523,0.45760743321718933,0.4861919416319862,0.2883120829747424,True,800,861,800,280,108928,41.20234399999981,True,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,0105993f7cda07480fe6e3aea5e7f0ca4ea458703086f0492497ecf313aceb5f,uncommitted
floor_rounding_saturation,8119,certificate_directed,0.5083922261484098,0.5083922261484098,0.8279840269624295,0.0627208480565371,0.0627208480565371,0.8766290182450043,0.1718931475029036,0.1944501102052248,0.1317292621486877,True,800,861,0,280,640,42.10557719999997,True,99c6dfe8330ada8fab8d0dbfefaf8a4e25703b2e390cb011b53a0e755198857d,8cc32a6f3801f4fdf7aac2b7a3e69c3fd644e18783d937602ce27345f83db184,uncommitted
floor_rounding_saturation,8119,logit_only,0.5083922261484098,0.5083922261484098,0.8279840269624295,0.05035335689045928,0.05035335689045928,0.900955690703736,0.15447154471544716,0.17618635977514235,0.12583300288468308,True,800,861,0,280,640,41.785814299999856,True,99c6dfe8330ada8fab8d0dbfefaf8a4e25703b2e390cb011b53a0e755198857d,2d5bd12cf48f73628e7041ca82bdeb7b8b5f2744a6fad3320ba812c9d799ece0,uncommitted
floor_rounding_saturation,8119,global_threshold,0.5083922261484098,0.5083922261484098,0.8279840269624295,0.4779151943462897,0.4779151943462897,0.059947871416159856,0.7572590011614402,0.781194251358484,0.30327905701219426,True,800,861,0,0,1,6.8861588999998276,True,99c6dfe8330ada8fab8d0dbfefaf8a4e25703b2e390cb011b53a0e755198857d,283a2b8bab99a02111798b4fee7297e355e20c80058bd89900271c9d562c0a6e,uncommitted
floor_rounding_saturation,8119,per_platform_qat,0.5083922261484098,0.5083922261484098,0.8279840269624295,0.005300353356890386,0.005300353356890386,0.9895742832319724,0.148664343786295,0.17007914717599415,0.16477879381910376,True,800,861,800,280,108928,40.68027970000003,True,99c6dfe8330ada8fab8d0dbfefaf8a4e25703b2e390cb011b53a0e755198857d,0543dbab148965c17a96fd28a2d6c7b9265abff7b3b6b5594cbbefd3cf809e60,uncommitted
floor_rounding_saturation,8119,supervised_target_retraining,0.5083922261484098,0.5083922261484098,0.8279840269624295,0.19567137809187274,0.19567137809187274,0.6151172893136404,0.44947735191637633,0.47804011179764927,0.28236873370577653,True,800,861,800,280,108928,39.671762299999955,True,99c6dfe8330ada8fab8d0dbfefaf8a4e25703b2e390cb011b53a0e755198857d,fa3dd3bc8c63caa37e281445566fd8c79bb31a5f02da9b2280c0be37a430c1fd,uncommitted
