condition,seed,method,before_accuracy_loss,before_absolute_accuracy_change,before_certificate_upper_bound,after_accuracy_loss,after_absolute_accuracy_change,accuracy_recovery_fraction,after_audit_disagreement_rate,after_certificate_upper_bound,after_bound_slack,bound_not_violated,calibration_samples,audit_samples,label_budget,optimization_steps,trainable_parameters,elapsed_seconds,quantization_active,source_model_hash,repaired_model_hash,report_code_revision
reset_to_value,3141,certificate_directed,0.12323321554770317,0.12323321554770317,0.28592530288748186,0.027826855123674887,0.027826855123674887,0.774193548387097,0.14982578397212543,0.17130140644133607,0.14347455131766118,True,800,861,0,280,640,27.626689499942586,False,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,2ccdcca9092a422d3be56fe42f2857f0cd219626f0090925880b9417c24294d8,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,3141,logit_only,0.12323321554770317,0.12323321554770317,0.28592530288748186,0.02517667844522964,0.02517667844522964,0.7956989247311831,0.11382113821138211,0.13319677065951985,0.10802009221429021,True,800,861,0,280,640,27.587387999985367,False,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,851b5516991e58a950145fb16c1ff1b57d6d281917ae81f6bff523f81997cfbd,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,3141,global_threshold,0.12323321554770317,0.12323321554770317,0.28592530288748186,0.06360424028268541,0.06360424028268541,0.4838709677419363,0.16492450638792103,0.18715460877110945,0.12355036848842404,True,800,861,0,0,1,4.274078099988401,False,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,b8a7743dbfc5361b05a834734fcecbca4974221e0b68eed89e008741561301e5,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,3141,per_platform_qat,0.12323321554770317,0.12323321554770317,0.28592530288748186,0.04328621908127206,0.04328621908127206,0.6487455197132618,0.15447154471544716,0.17618635977514235,0.1329001406938703,True,800,861,800,280,108928,25.47051450004801,False,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,e6909aa88caff5d22c0aef06a8a0bf274708393a8728db4bba97f7adaa2f33e1,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,3141,supervised_target_retraining,0.12323321554770317,0.12323321554770317,0.28592530288748186,0.2813604240282685,0.2813604240282685,-1.2831541218637992,0.44831591173054586,0.476874952812684,0.1955145287844155,True,800,861,800,280,108928,25.570454000029713,False,44373033a3b4d346f69ab40b8f5b684ba587d3b41d36b3019d36d6dec5dbacde,0031e6aa1560f0b68b97ecfefe927459bbe8e44ebdc42ccc6950bd46d3c41754,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,5772,certificate_directed,0.0962897526501767,0.0962897526501767,0.24639712248569162,0.021201413427561766,0.021201413427561766,0.7798165137614687,0.11962833914053426,0.1393755646862433,0.11817415125868153,True,800,861,0,280,640,27.438441399950534,False,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,3121ddbc75801063f2c9808dd8e05576607f09119d9a605444b22d2ea08a09fe,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,5772,logit_only,0.0962897526501767,0.0962897526501767,0.24639712248569162,0.02738515901060068,0.02738515901060068,0.7155963302752297,0.11846689895470383,0.13814092823032942,0.11075576921972874,True,800,861,0,280,640,28.28320679999888,False,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,2c4de7c92ad77cd9219c63f65d5f416d4f8d00cbdfac8f1c31b15717a53a816a,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,5772,global_threshold,0.0962897526501767,0.0962897526501767,0.24639712248569162,0.060070671378091856,0.060070671378091856,0.376146788990826,0.1521486643437863,0.17374469219629324,0.11367402081820138,True,800,861,0,0,1,4.707784599857405,False,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,293e91f876e3d8d2cb537b137dc25a0e40e56dcdd98dd886287b0a89f4a3fee1,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,5772,per_platform_qat,0.0962897526501767,0.0962897526501767,0.24639712248569162,0.007508833922261426,0.007508833922261426,0.9220183486238538,0.17886178861788618,0.20173303065831322,0.1942241967360518,True,800,861,800,280,108928,27.20798290008679,False,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,6e646fb1e77cc58b4a6f6443896895f34501c05415113ab181511c4fe516e471,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
reset_to_value,5772,supervised_target_retraining,0.0962897526501767,0.0962897526501767,0.24639712248569162,0.2102473498233215,0.2102473498233215,-1.183486238532109,0.47735191637630664,0.5059581874003176,0.2957108375769961,True,800,861,800,280,108928,25.747819400159642,False,ae0263c1c2616b6bbdd699b37371e1bccc0c1302794f6a6007d810d4910cbae0,b7b2b68cadc09793e5563a08af05e410a897cc926e428a19e9093e3764f40b55,a3ba612a80f58f415fe9ffcf7f460a21fa4daece
