benchmark,seed,condition,samples,disagreement_rate,reference_favoring_accuracy_change,target_favoring_accuracy_change,reference_favoring_labels_hash,target_favoring_labels_hash,reference_witness_attains_bound,target_witness_attains_bound
N-MNIST,8119,synaptic_delay_1,6005,0.00016652789342214822,0.00016652789342219698,0.00016652789342219698,1cafcd27485472d24c999eb9029987edb9eb546ad9961140a23dbdbd5877c12b,41b47212ad5301cca801decf48e0cb3fd0c9a6eba0600758f7dad488d332d9f9,True,True
DVS Gesture,1701,exponential__fixed,104,0.038461538461538464,0.038461538461538436,0.038461538461538436,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,a4cb43c1a60d127b42250f42102cec61080971cfd2548287d7630b3c6ebe8f07,True,True
DVS Gesture,1701,exponential_euler,104,0.0673076923076923,0.06730769230769229,0.06730769230769229,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,121bfc99dff124f44cd26f1ea1a574048dabf25abc0fdba135d1a6cf211fc8b4,True,True
DVS Gesture,1701,fixed_q8_weights_q16_state,104,0.0,0.0,0.0,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,True,True
DVS Gesture,1701,floor_rounding_saturation,104,0.40384615384615385,0.40384615384615385,0.40384615384615385,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,52f23c56787e8c4b4053147d3dd4820ecc3b4c1f849ae33b985fe432d6fde876,True,True
DVS Gesture,1701,pre_integration_threshold,104,0.0,0.0,0.0,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,True,True
DVS Gesture,1701,pre_threshold__floor,104,0.3942307692307692,0.3942307692307693,0.3942307692307693,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,6d33b896c231734f72492ac188e2b33ee9bafbe6c2974c1ff63a04ba29381177,True,True
DVS Gesture,1701,reset__fixed__delay_1,104,0.028846153846153848,0.028846153846153855,0.028846153846153855,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,266f7837bf778a42e3402f409841eaee27a7cecc14b40249edd9e4e6261272e1,True,True
DVS Gesture,1701,reset_to_value,104,0.028846153846153848,0.028846153846153855,0.028846153846153855,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,970f549ca006b4c76512de7ef14fa6e5e6d67039adc220f7d379909592f48097,True,True
DVS Gesture,1701,reset_to_value__delay_1,104,0.028846153846153848,0.028846153846153855,0.028846153846153855,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,970f549ca006b4c76512de7ef14fa6e5e6d67039adc220f7d379909592f48097,True,True
DVS Gesture,1701,synaptic_delay_1,104,0.0,0.0,0.0,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,040913c3893d3a3e2c696db6a1356db07d91744833fb5d3067c8036f85ad76b1,True,True
DVS Gesture,2718,exponential__fixed,104,0.15384615384615385,0.15384615384615385,0.15384615384615385,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,8874a3c905eae7f59160588a22ddb1bea4fe2149777984d067a9064d52219575,True,True
DVS Gesture,2718,exponential_euler,104,0.17307692307692307,0.17307692307692313,0.17307692307692313,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,7b9aa063074e5c67938b753d917c253bba6d8696a125a6a887a966eb3dca8515,True,True
DVS Gesture,2718,fixed_q8_weights_q16_state,104,0.028846153846153848,0.028846153846153855,0.028846153846153855,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,56e9c3c2877484cf082861639e061a7750263b321e4650b0d74a655127da1035,True,True
DVS Gesture,2718,floor_rounding_saturation,104,0.5576923076923077,0.5576923076923077,0.5576923076923077,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,8a9c7d4b060d2822abb97e398a0603d8c8201a35c8c3a56c0fbb7e631c8dabf2,True,True
DVS Gesture,2718,pre_integration_threshold,104,0.0,0.0,0.0,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,True,True
DVS Gesture,2718,pre_threshold__floor,104,0.5769230769230769,0.5769230769230769,0.5769230769230769,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,023be7c7a3ff70b287f628841754182e620e5a967cac8dd7500cc2b4967ce835,True,True
DVS Gesture,2718,reset__fixed__delay_1,104,0.1346153846153846,0.13461538461538458,0.13461538461538458,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,90defdecb44eb1e636b5553219c2a704345f470b9fbc61098b730d336b9b5cdf,True,True
DVS Gesture,2718,reset_to_value,104,0.125,0.125,0.125,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,7f30173137c0c1155ace84195858cf590d029afa4fca3c67aba272f920ebedca,True,True
DVS Gesture,2718,reset_to_value__delay_1,104,0.125,0.125,0.125,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,7f30173137c0c1155ace84195858cf590d029afa4fca3c67aba272f920ebedca,True,True
DVS Gesture,2718,synaptic_delay_1,104,0.0,0.0,0.0,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,3862b6dc7982b1f36e5d4dd9856e2e939319367dfdb81c1300f502576f66cd51,True,True
DVS Gesture,3141,exponential__fixed,104,0.1346153846153846,0.13461538461538458,0.13461538461538458,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,5d62ea9269b6f3f2219c680c7b5011bfd66d74c99757708416d3d3a1bcd41481,True,True
DVS Gesture,3141,exponential_euler,104,0.16346153846153846,0.16346153846153844,0.16346153846153844,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,8d4d8fcb97c34382e37889e956747873a87e384b4f74fa970a17663ea2364747,True,True
DVS Gesture,3141,fixed_q8_weights_q16_state,104,0.0,0.0,0.0,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,True,True
DVS Gesture,3141,floor_rounding_saturation,104,0.6057692307692307,0.6057692307692308,0.6057692307692308,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,88e8f0ea78001868bc65b9c5e58ee02a37f6c5df2e9a6729365fee8ccee6dd95,True,True
DVS Gesture,3141,pre_integration_threshold,104,0.0,0.0,0.0,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,True,True
DVS Gesture,3141,pre_threshold__floor,104,0.6057692307692307,0.6057692307692308,0.6057692307692308,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,d2a2469a80868e684de66d5f8b30f8ae9998b30b391ab825225ec7df8bd7a099,True,True
DVS Gesture,3141,reset__fixed__delay_1,104,0.1346153846153846,0.13461538461538458,0.13461538461538458,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,d168a67214eee21e126b1f23c86b02e5e4e97810f9d90fe960df2b167bf2c07e,True,True
DVS Gesture,3141,reset_to_value,104,0.125,0.125,0.125,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,f01ef94e76d3519736f0f42143d82dff3584d8c03d20fa5bdc2a81cc7bd1d7c7,True,True
DVS Gesture,3141,reset_to_value__delay_1,104,0.09615384615384616,0.09615384615384615,0.09615384615384615,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,9696fd639001702fce6573be5926fedd7c10cb32387236c30e883e2109ff8e8d,True,True
DVS Gesture,3141,synaptic_delay_1,104,0.0,0.0,0.0,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,fb9c18f690762f11d73697b7a84d3a2c7c97fbdb2e741f29d7b61b29ce1158f7,True,True
DVS Gesture,5772,exponential__fixed,104,0.16346153846153846,0.16346153846153844,0.16346153846153844,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,074515d5c58ba778bcc9768dd08da0a9654c93400a92d314a9e4cf98a71678f2,True,True
DVS Gesture,5772,exponential_euler,104,0.15384615384615385,0.15384615384615385,0.15384615384615385,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,0ec6ff31e8b03c5f7c3c983a32e8bbb72157aa14466e40c1a506c7046f3137d7,True,True
DVS Gesture,5772,fixed_q8_weights_q16_state,104,0.04807692307692308,0.04807692307692313,0.04807692307692313,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,8390316003797ac276a4e36fb95e3e9893a89eb61220e38088580111d07d3b40,True,True
DVS Gesture,5772,floor_rounding_saturation,104,0.5961538461538461,0.5961538461538461,0.5961538461538461,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,33c88ea8df59c8dd0b0e70e51ff94ba63fd057a414c384f36d59d6fb191655ec,True,True
DVS Gesture,5772,pre_integration_threshold,104,0.0,0.0,0.0,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,True,True
DVS Gesture,5772,pre_threshold__floor,104,0.5961538461538461,0.5961538461538461,0.5961538461538461,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,d7239e538918ce6673ec525d6fb7ed461b9a2055d058b124fa82933e400a999d,True,True
DVS Gesture,5772,reset__fixed__delay_1,104,0.125,0.125,0.125,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,777604aaf95240c2388a1d13657d087a992a74363aed07331969cced34d95361,True,True
DVS Gesture,5772,reset_to_value,104,0.1346153846153846,0.13461538461538458,0.13461538461538458,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,d949446658a6f5cfd21b7c0e5d692b800b6cd4dfe3ba78b49ce4054b550b3863,True,True
DVS Gesture,5772,reset_to_value__delay_1,104,0.1346153846153846,0.13461538461538458,0.13461538461538458,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,d949446658a6f5cfd21b7c0e5d692b800b6cd4dfe3ba78b49ce4054b550b3863,True,True
DVS Gesture,5772,synaptic_delay_1,104,0.0,0.0,0.0,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,9d09a4fcb8ce3430205bb17670022e505dfcd3e9dd969ad357eb2907b966cd09,True,True
DVS Gesture,8119,exponential__fixed,104,0.15384615384615385,0.15384615384615385,0.15384615384615385,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,9a3cf99ce6415e28872c6b14ec083a63b37a98729278237844ab63cd3bf86f10,True,True
DVS Gesture,8119,exponential_euler,104,0.14423076923076922,0.14423076923076927,0.14423076923076927,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,60d2f9601ead8685c6c546541982bb66ac468d3d39dd810f3a56b34a8119feb9,True,True
DVS Gesture,8119,fixed_q8_weights_q16_state,104,0.04807692307692308,0.04807692307692313,0.04807692307692313,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,11229ad125467a8a0a1e05ba2f84855860694c607f411fc566ecfa2e3eee8c1b,True,True
DVS Gesture,8119,floor_rounding_saturation,104,0.5096153846153846,0.5096153846153846,0.5096153846153846,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,b4a4e790a6c4dc852dea103ee48cb0a1a81d198f3d1e3eccf40688f0679d1fa7,True,True
DVS Gesture,8119,pre_integration_threshold,104,0.009615384615384616,0.009615384615384581,0.009615384615384581,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,b72ad8b43e1f8f9f3be1155f99eda4ba4733b8e1fdc2e7b9d36cb178a4fe3a0a,True,True
DVS Gesture,8119,pre_threshold__floor,104,0.5288461538461539,0.5288461538461539,0.5288461538461539,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,b6c081ebcfded6a2336093e7bd855920feaa78cd4e14838deb7e2aa3296fffd2,True,True
DVS Gesture,8119,reset__fixed__delay_1,104,0.125,0.125,0.125,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,6a508cf9bfa7cd1f0ee46838b6537cb795cc7596fa2dfd3b1e9fd09b371e1506,True,True
DVS Gesture,8119,reset_to_value,104,0.11538461538461539,0.11538461538461542,0.11538461538461542,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,e10b59cd16105762f6023d518a31e64b31c26e62e8c97d4b6bdfb403b74ae5e5,True,True
DVS Gesture,8119,reset_to_value__delay_1,104,0.11538461538461539,0.11538461538461542,0.11538461538461542,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,6f36c87c692d661f252d54b302fa234bf883ae9a33a242aa6dcf0cbb96115491,True,True
DVS Gesture,8119,synaptic_delay_1,104,0.009615384615384616,0.009615384615384581,0.009615384615384581,18c28887b38769d6919fa40525cb89317ee92694790ddf948a11aa718d793175,b72ad8b43e1f8f9f3be1155f99eda4ba4733b8e1fdc2e7b9d36cb178a4fe3a0a,True,True
